H,060131,01060131,,,,,,,
I,272,,102.157,,42600AD08100,,,52007765,20060131
I,199,,104.4659,,42600AD12100,,,52007765,20060131
I,157,,123.2912,,42600AD14100,,,52007765,20060131
I,96,,121.6059,,42600AD16100,,,52007765,20060131
I,600,,122.5744,,42600AD09100,,,52007766,20060131
I,496,,146.9769,,42600AD11100,,,52007766,20060131
I,784,,149.2859,,42600AD13100,,,52007766,20060131
I,640,,171.1106,,42600AD15100,,,52007766,20060131
I,378,,169.4253,,42600AD17100,,,52007766,20060131
T,516645.1783,,,,,,,,
