H,060529,01060529,,,,,,,
I,669,,129.0969,,42600AD09100,,,52009062,20060529
I,456,,125.4531,,42600AD11100,,,52009062,20060529
I,492,,153.1286,,42600AD13100,,,52009062,20060529
I,792,,176.4795,,42600AD15100,,,52009062,20060529
I,296,,174.3679,,42600AD17100,,,52009062,20060529
I,281,,103.6795,,42600AD08100,,,52009063,20060529
I,124,,105.5317,,42600AD12100,,,52009063,20060529
I,196,,125.4531,,42600AD14100,,,52009063,20060529
I,75,,123.3415,,42600AD16100,,,52009063,20060529
T,486355.6637,,,,,,,,
