H,20080512,1130,PT,ASM
O,52014762,,,
I,42600AD08400,42600AD08400,604,EA
O,52014762,,,
I,42600AD09300,42600AD09300,952,EA
O,52014762,,,
I,42600AD11400,42600AD11400,256,EA
O,52014762,,,
I,42600AD12300,42600AD12300,150,EA
O,52014762,,,
I,42600AD13300,42600AD13300,298,EA
O,52014762,,,
I,42600AD14300,42600AD14300,230,EA
O,52014762,,,
I,42600AD15300,42600AD15300,464,EA
O,52014762,,,
I,42600AD16300,42600AD16300,32,EA
O,52014762,,,
I,42600AD17300,42600AD17300,64,EA
O,52014762,,,
I,426700406000,426700406000,952,EA
O,52014762,,,
I,426700407000,426700407000,256,EA
O,52014762,,,
I,426700408000,426700408000,298,EA
O,52014763,,,
I,426700409000,426700409000,464,EA
O,52014763,,,
I,426700410000,426700410000,64,EA
