H,20080204,1130,PT,ASM
O,52013959,,,
I,42600AD08400,42600AD08400,104,EA
O,52013959,,,
I,42600AD09300,42600AD09300,146,EA
O,52013959,,,
I,42600AD11400,42600AD11400,64,EA
O,52013959,,,
I,42600AD12300,42600AD12300,38,EA
O,52013959,,,
I,42600AD13300,42600AD13300,74,EA
O,52013959,,,
I,42600AD14300,42600AD14300,66,EA
O,52013959,,,
I,42600AD15300,42600AD15300,134,EA
O,52013959,,,
I,42600AD16300,42600AD16300,4,EA
O,52013959,,,
I,42600AD17300,42600AD17300,6,EA
O,52013959,,,
I,426700406000,426700406000,146,EA
O,52013959,,,
I,426700407000,426700407000,64,EA
O,52013959,,,
I,426700408000,426700408000,74,EA
O,52013960,,,
I,426700409000,426700409000,134,EA
O,52013960,,,
I,426700410000,426700410000,6,EA
