H,20080505,1130,PT,ASM
O,52014714,,,
I,42600AD08400,42600AD08400,106,EA
O,52014714,,,
I,42600AD09300,42600AD09300,172,EA
O,52014714,,,
I,42600AD11400,42600AD11400,38,EA
O,52014714,,,
I,42600AD12300,42600AD12300,32,EA
O,52014714,,,
I,42600AD13300,42600AD13300,66,EA
O,52014714,,,
I,42600AD14300,42600AD14300,66,EA
O,52014714,,,
I,42600AD15300,42600AD15300,128,EA
O,52014714,,,
I,42600AD16300,42600AD16300,8,EA
O,52014714,,,
I,42600AD17300,42600AD17300,20,EA
O,52014714,,,
I,426700406000,426700406000,172,EA
O,52014714,,,
I,426700407000,426700407000,38,EA
O,52014714,,,
I,426700408000,426700408000,66,EA
O,52014715,,,
I,426700409000,426700409000,128,EA
O,52014715,,,
I,426700410000,426700410000,20,EA
