H,20080916,1130,PT,ASM
O,52016037,,,
I,4260004B9000,4260004B9000,466,EA
O,52016037,,,
I,4260004C0000,4260004C0000,185,EA
O,52016037,,,
I,4260004C1000,4260004C1000,107,EA
O,52016037,,,
I,4260004C2000,4260004C2000,290,EA
O,52016037,,,
I,42600AD09300,42600AD09300,626,EA
O,52016037,,,
I,42600AD11400,42600AD11400,304,EA
O,52016037,,,
I,42600AD13300,42600AD13300,367,EA
O,52016037,,,
I,42600AD15300,42600AD15300,214,EA
O,52016037,,,
I,42600AD17300,42600AD17300,586,EA
O,52016037,,,
I,426700406000,426700406000,626,EA
O,52016037,,,
I,426700407000,426700407000,304,EA
O,52016037,,,
I,426700408000,426700408000,366,EA
O,52016038,,,
I,426700409000,426700409000,214,EA
O,52016038,,,
I,426700410000,426700410000,586,EA
