H,20081117,1130,PT,ASM
O,52016617,,,
I,4260004B9000,4260004B9000,399,EA
O,52016617,,,
I,4260004C0000,4260004C0000,224,EA
O,52016617,,,
I,4260004C1000,4260004C1000,135,EA
O,52016617,,,
I,4260004C2000,4260004C2000,254,EA
O,52016617,,,
I,42600AD09300,42600AD09300,489,EA
O,52016617,,,
I,42600AD11400,42600AD11400,310,EA
O,52016617,,,
I,42600AD13300,42600AD13300,446,EA
O,52016617,,,
I,42600AD15300,42600AD15300,270,EA
O,52016617,,,
I,42600AD17300,42600AD17300,510,EA
O,52016617,,,
I,426700406000,426700406000,488,EA
O,52016617,,,
I,426700407000,426700407000,310,EA
O,52016617,,,
I,426700408000,426700408000,446,EA
O,52016618,,,
I,426700409000,426700409000,270,EA
O,52016618,,,
I,426700410000,426700410000,511,EA
