H,20080825,1130,PT,ASM
O,52015821,,,
I,4260004B9000,4260004B9000,404,EA
O,52015821,,,
I,4260004C0000,4260004C0000,173,EA
O,52015821,,,
I,4260004C1000,4260004C1000,336,EA
O,52015821,,,
I,4260004C2000,4260004C2000,87,EA
O,52015821,,,
I,42600AD09300,42600AD09300,516,EA
O,52015821,,,
I,42600AD11400,42600AD11400,292,EA
O,52015821,,,
I,42600AD13300,42600AD13300,346,EA
O,52015821,,,
I,42600AD15300,42600AD15300,668,EA
O,52015821,,,
I,42600AD17300,42600AD17300,178,EA
O,52015821,,,
I,426700406000,426700406000,516,EA
O,52015821,,,
I,426700407000,426700407000,292,EA
O,52015821,,,
I,426700408000,426700408000,346,EA
O,52015822,,,
I,426700409000,426700409000,668,EA
O,52015822,,,
I,426700410000,426700410000,178,EA
