H,20080324,1130,PT,ASM
O,52014323,,,
I,42600AD08400,42600AD08400,311,EA
O,52014323,,,
I,42600AD09300,42600AD09300,476,EA
O,52014323,,,
I,42600AD11400,42600AD11400,142,EA
O,52014323,,,
I,42600AD12300,42600AD12300,115,EA
O,52014323,,,
I,42600AD13300,42600AD13300,228,EA
O,52014323,,,
I,42600AD14300,42600AD14300,160,EA
O,52014323,,,
I,42600AD15300,42600AD15300,324,EA
O,52014323,,,
I,42600AD16300,42600AD16300,18,EA
O,52014323,,,
I,42600AD17300,42600AD17300,38,EA
O,52014323,,,
I,426700406000,426700406000,476,EA
O,52014323,,,
I,426700407000,426700407000,142,EA
O,52014323,,,
I,426700408000,426700408000,228,EA
O,52014324,,,
I,426700409000,426700409000,324,EA
O,52014324,,,
I,426700410000,426700410000,38,EA
