H,20081128,1130,PT,ASM
O,52016697,,,
I,4260004B9000,4260004B9000,407,EA
O,52016697,,,
I,4260004C0000,4260004C0000,226,EA
O,52016697,,,
I,4260004C1000,4260004C1000,200,EA
O,52016697,,,
I,4260004C2000,4260004C2000,207,EA
O,52016697,,,
I,42600AD09300,42600AD09300,478,EA
O,52016697,,,
I,42600AD11400,42600AD11400,330,EA
O,52016697,,,
I,42600AD13300,42600AD13300,452,EA
O,52016697,,,
I,42600AD15300,42600AD15300,400,EA
O,52016697,,,
I,42600AD17300,42600AD17300,421,EA
O,52016697,,,
I,426700406000,426700406000,478,EA
O,52016697,,,
I,426700407000,426700407000,330,EA
O,52016697,,,
I,426700408000,426700408000,452,EA
O,52016698,,,
I,426700409000,426700409000,401,EA
O,52016698,,,
I,426700410000,426700410000,420,EA
