H,20080829,1130,PT,ASM
O,52015904,,,
I,4260004B9000,4260004B9000,81,EA
O,52015904,,,
I,4260004C0000,4260004C0000,34,EA
O,52015904,,,
I,4260004C1000,4260004C1000,65,EA
O,52015904,,,
I,4260004C2000,4260004C2000,24,EA
O,52015904,,,
I,42600AD09300,42600AD09300,106,EA
O,52015904,,,
I,42600AD11400,42600AD11400,56,EA
O,52015904,,,
I,42600AD13300,42600AD13300,66,EA
O,52015904,,,
I,42600AD15300,42600AD15300,134,EA
O,52015904,,,
I,42600AD17300,42600AD17300,46,EA
O,52015904,,,
I,426700406000,426700406000,106,EA
O,52015904,,,
I,426700407000,426700407000,56,EA
O,52015904,,,
I,426700408000,426700408000,66,EA
O,52015905,,,
I,426700409000,426700409000,134,EA
O,52015905,,,
I,426700410000,426700410000,46,EA
