H,20080908,1130,PT,ASM
O,52015989,,,
I,4260004B9000,4260004B9000,425,EA
O,52015989,,,
I,4260004C0000,4260004C0000,170,EA
O,52015989,,,
I,4260004C1000,4260004C1000,147,EA
O,52015989,,,
I,4260004C2000,4260004C2000,234,EA
O,52015989,,,
I,42600AD09300,42600AD09300,550,EA
O,52015989,,,
I,42600AD11400,42600AD11400,304,EA
O,52015989,,,
I,42600AD13300,42600AD13300,342,EA
O,52015989,,,
I,42600AD15300,42600AD15300,296,EA
O,52015989,,,
I,42600AD17300,42600AD17300,460,EA
O,52015989,,,
I,426700406000,426700406000,550,EA
O,52015989,,,
I,426700407000,426700407000,304,EA
O,52015989,,,
I,426700408000,426700408000,342,EA
O,52015990,,,
I,426700409000,426700409000,296,EA
O,52015990,,,
I,426700410000,426700410000,460,EA
