H,20080721,1130,PT,ASM
O,52015514,,,
I,4260004B9000,4260004B9000,359,EA
O,52015514,,,
I,4260004C0000,4260004C0000,190,EA
O,52015514,,,
I,4260004C1000,4260004C1000,350,EA
O,52015514,,,
I,4260004C2000,4260004C2000,110,EA
O,52015514,,,
I,42600AD09300,42600AD09300,426,EA
O,52015514,,,
I,42600AD11400,42600AD11400,290,EA
O,52015514,,,
I,42600AD13300,42600AD13300,382,EA
O,52015514,,,
I,42600AD15300,42600AD15300,699,EA
O,52015514,,,
I,42600AD17300,42600AD17300,220,EA
O,52015514,,,
I,426700406000,426700406000,426,EA
O,52015514,,,
I,426700407000,426700407000,290,EA
O,52015514,,,
I,426700408000,426700408000,382,EA
O,52015515,,,
I,426700409000,426700409000,698,EA
O,52015515,,,
I,426700410000,426700410000,220,EA
