H,20080602,1130,PT,ASM
O,52015049,,,
I,42600AD08400,42600AD08400,73,EA
O,52015049,,,
I,42600AD09300,42600AD09300,570,EA
O,52015049,,,
I,42600AD11400,42600AD11400,28,EA
O,52015049,,,
I,42600AD12300,42600AD12300,16,EA
O,52015049,,,
I,42600AD13300,42600AD13300,36,EA
O,52015049,,,
I,42600AD14300,42600AD14300,15,EA
O,52015049,,,
I,42600AD15300,42600AD15300,36,EA
O,52015049,,,
I,42600AD16300,42600AD16300,3,EA
O,52015049,,,
I,42600AD17300,42600AD17300,6,EA
O,52015049,,,
I,426700406000,426700406000,124,EA
O,52015049,,,
I,426700407000,426700407000,28,EA
O,52015049,,,
I,426700408000,426700408000,36,EA
O,52015050,,,
I,426700409000,426700409000,36,EA
O,52015050,,,
I,426700410000,426700410000,6,EA
O,52015051,,,
I,4260004B9000,4260004B9000,435,EA
O,52015051,,,
I,4260004C0000,4260004C0000,146,EA
O,52015051,,,
I,4260004C1000,4260004C1000,273,EA
O,52015051,,,
I,4260004C2000,4260004C2000,15,EA
O,52015051,,,
I,42600AD09300,42600AD09300,146,EA
O,52015051,,,
I,42600AD11400,42600AD11400,294,EA
O,52015051,,,
I,42600AD13300,42600AD13300,292,EA
O,52015051,,,
I,42600AD15300,42600AD15300,536,EA
O,52015051,,,
I,42600AD17300,42600AD17300,30,EA
O,52015051,,,
I,426700406000,426700406000,570,EA
O,52015051,,,
I,426700407000,426700407000,294,EA
O,52015051,,,
I,426700408000,426700408000,292,EA
O,52015052,,,
I,426700409000,426700409000,536,EA
O,52015052,,,
I,426700410000,426700410000,30,EA
