H,20080225,1130,PT,ASM
O,52014103,,,
I,42600AD08400,42600AD08400,429,EA
O,52014103,,,
I,42600AD09300,42600AD09300,654,EA
O,52014103,,,
I,42600AD11400,42600AD11400,204,EA
O,52014103,,,
I,42600AD12300,42600AD12300,140,EA
O,52014103,,,
I,42600AD13300,42600AD13300,282,EA
O,52014103,,,
I,42600AD14300,42600AD14300,233,EA
O,52014103,,,
I,42600AD15300,42600AD15300,464,EA
O,52014103,,,
I,42600AD16300,42600AD16300,18,EA
O,52014103,,,
I,42600AD17300,42600AD17300,36,EA
O,52014103,,,
I,426700406000,426700406000,656,EA
O,52014103,,,
I,426700407000,426700407000,204,EA
O,52014103,,,
I,426700408000,426700408000,282,EA
O,52014104,,,
I,426700409000,426700409000,464,EA
O,52014104,,,
I,426700410000,426700410000,36,EA
