H,20080519,1130,PT,ASM
O,52014878,,,
I,42600AD08400,42600AD08400,628,EA
O,52014878,,,
I,42600AD09300,42600AD09300,962,EA
O,52014878,,,
I,42600AD11400,42600AD11400,290,EA
O,52014878,,,
I,42600AD12300,42600AD12300,141,EA
O,52014878,,,
I,42600AD13300,42600AD13300,286,EA
O,52014878,,,
I,42600AD14300,42600AD14300,224,EA
O,52014878,,,
I,42600AD15300,42600AD15300,448,EA
O,52014878,,,
I,42600AD16300,42600AD16300,27,EA
O,52014878,,,
I,42600AD17300,42600AD17300,54,EA
O,52014878,,,
I,426700406000,426700406000,962,EA
O,52014878,,,
I,426700407000,426700407000,290,EA
O,52014878,,,
I,426700408000,426700408000,286,EA
O,52014879,,,
I,426700409000,426700409000,448,EA
O,52014879,,,
I,426700410000,426700410000,54,EA
