H,20080211,1130,PT,ASM
O,52014024,,,
I,42600AD08400,42600AD08400,543,EA
O,52014024,,,
I,42600AD09300,42600AD09300,802,EA
O,52014024,,,
I,42600AD11400,42600AD11400,284,EA
O,52014024,,,
I,42600AD12300,42600AD12300,178,EA
O,52014024,,,
I,42600AD13300,42600AD13300,356,EA
O,52014024,,,
I,42600AD14300,42600AD14300,264,EA
O,52014024,,,
I,42600AD15300,42600AD15300,526,EA
O,52014024,,,
I,42600AD16300,42600AD16300,35,EA
O,52014024,,,
I,42600AD17300,42600AD17300,72,EA
O,52014024,,,
I,426700406000,426700406000,802,EA
O,52014024,,,
I,426700407000,426700407000,284,EA
O,52014024,,,
I,426700408000,426700408000,356,EA
O,52014025,,,
I,426700409000,426700409000,526,EA
O,52014025,,,
I,426700410000,426700410000,72,EA
