H,20080804,1130,PT,ASM
O,52015635,,,
I,4260004B9000,4260004B9000,75,EA
O,52015635,,,
I,4260004C0000,4260004C0000,38,EA
O,52015635,,,
I,4260004C1000,4260004C1000,65,EA
O,52015635,,,
I,4260004C2000,4260004C2000,22,EA
O,52015635,,,
I,42600AD09300,42600AD09300,96,EA
O,52015635,,,
I,42600AD11400,42600AD11400,50,EA
O,52015635,,,
I,42600AD13300,42600AD13300,78,EA
O,52015635,,,
I,42600AD15300,42600AD15300,132,EA
O,52015635,,,
I,42600AD17300,42600AD17300,44,EA
O,52015635,,,
I,426700406000,426700406000,96,EA
O,52015635,,,
I,426700407000,426700407000,50,EA
O,52015635,,,
I,426700408000,426700408000,78,EA
O,52015636,,,
I,426700409000,426700409000,132,EA
O,52015636,,,
I,426700410000,426700410000,44,EA
