H,20080624,1130,PT,ASM
O,52015244,,,
I,4260004B9000,4260004B9000,372,EA
O,52015244,,,
I,4260004C0000,4260004C0000,180,EA
O,52015244,,,
I,4260004C1000,4260004C1000,336,EA
O,52015244,,,
I,4260004C2000,4260004C2000,124,EA
O,52015244,,,
I,42600AD09300,42600AD09300,390,EA
O,52015244,,,
I,42600AD11400,42600AD11400,352,EA
O,52015244,,,
I,42600AD13300,42600AD13300,362,EA
O,52015244,,,
I,42600AD15300,42600AD15300,674,EA
O,52015244,,,
I,42600AD17300,42600AD17300,246,EA
O,52015244,,,
I,426700406000,426700406000,390,EA
O,52015244,,,
I,426700407000,426700407000,352,EA
O,52015244,,,
I,426700408000,426700408000,362,EA
O,52015245,,,
I,426700409000,426700409000,674,EA
O,52015245,,,
I,426700410000,426700410000,246,EA
