H,20080728,1130,PT,ASM
O,52015545,,,
I,4260004B9000,4260004B9000,364,EA
O,52015545,,,
I,4260004C0000,4260004C0000,194,EA
O,52015545,,,
I,4260004C1000,4260004C1000,329,EA
O,52015545,,,
I,4260004C2000,4260004C2000,117,EA
O,52015545,,,
I,42600AD09300,42600AD09300,458,EA
O,52015545,,,
I,42600AD11400,42600AD11400,266,EA
O,52015545,,,
I,42600AD13300,42600AD13300,386,EA
O,52015545,,,
I,42600AD15300,42600AD15300,665,EA
O,52015545,,,
I,42600AD17300,42600AD17300,234,EA
O,52015545,,,
I,426700406000,426700406000,458,EA
O,52015545,,,
I,426700407000,426700407000,266,EA
O,52015545,,,
I,426700408000,426700408000,386,EA
O,52015546,,,
I,426700409000,426700409000,664,EA
O,52015546,,,
I,426700410000,426700410000,234,EA
