H,20080922,1130,PT,ASM
O,52016134,,,
I,4260004B9000,4260004B9000,351,EA
O,52016134,,,
I,4260004C0000,4260004C0000,149,EA
O,52016134,,,
I,4260004C1000,4260004C1000,142,EA
O,52016134,,,
I,4260004C2000,4260004C2000,174,EA
O,52016134,,,
I,42600AD09300,42600AD09300,486,EA
O,52016134,,,
I,42600AD11400,42600AD11400,212,EA
O,52016134,,,
I,42600AD13300,42600AD13300,302,EA
O,52016134,,,
I,42600AD15300,42600AD15300,284,EA
O,52016134,,,
I,42600AD17300,42600AD17300,348,EA
O,52016134,,,
I,426700406000,426700406000,486,EA
O,52016134,,,
I,426700407000,426700407000,212,EA
O,52016134,,,
I,426700408000,426700408000,302,EA
O,52016135,,,
I,426700409000,426700409000,284,EA
O,52016135,,,
I,426700410000,426700410000,348,EA
