H,20080310,1130,PT,ASM
O,52014236,,,
I,42600AD08400,42600AD08400,534,EA
O,52014236,,,
I,42600AD09300,42600AD09300,828,EA
O,52014236,,,
I,42600AD11400,42600AD11400,248,EA
O,52014236,,,
I,42600AD12300,42600AD12300,202,EA
O,52014236,,,
I,42600AD13300,42600AD13300,402,EA
O,52014236,,,
I,42600AD14300,42600AD14300,268,EA
O,52014236,,,
I,42600AD15300,42600AD15300,530,EA
O,52014236,,,
I,42600AD16300,42600AD16300,32,EA
O,52014236,,,
I,42600AD17300,42600AD17300,64,EA
O,52014236,,,
I,426700406000,426700406000,828,EA
O,52014236,,,
I,426700407000,426700407000,249,EA
O,52014236,,,
I,426700408000,426700408000,402,EA
O,52014237,,,
I,426700409000,426700409000,530,EA
O,52014237,,,
I,426700410000,426700410000,64,EA
