H,20091214,1130,PT,ASM
O,52019543,,,
I,4260004B9000,4260004B9000,401,EA
O,52019543,,,
I,4260004C0000,4260004C0000,242,EA
O,52019543,,,
I,4260004C1000,4260004C1000,245,EA
O,52019543,,,
I,4260004C2000,4260004C2000,244,EA
O,52019543,,,
I,42600AD09300,42600AD09300,428,EA
O,52019543,,,
I,42600AD11400,42600AD11400,376,EA
O,52019543,,,
I,42600AD13300,42600AD13300,486,EA
O,52019543,,,
I,42600AD15300,42600AD15300,490,EA
O,52019543,,,
I,42600AD17300,42600AD17300,484,EA
O,52019543,,,
I,426700406000,426700406000,428,EA
O,52019543,,,
I,426700407000,426700407000,376,EA
O,52019543,,,
I,426700408000,426700408000,486,EA
O,52019544,,,
I,426700409000,426700409000,490,EA
O,52019544,,,
I,426700410000,426700410000,484,EA
