H,20090106,1130,PT,ASM
O,52016838,,,
I,4260004B9000,4260004B9000,104,EA
O,52016838,,,
I,4260004C0000,4260004C0000,52,EA
O,52016838,,,
I,4260004C1000,4260004C1000,65,EA
O,52016838,,,
I,4260004C2000,4260004C2000,67,EA
O,52016838,,,
I,42600AD09300,42600AD09300,120,EA
O,52016838,,,
I,42600AD11400,42600AD11400,82,EA
O,52016838,,,
I,42600AD13300,42600AD13300,106,EA
O,52016838,,,
I,42600AD15300,42600AD15300,134,EA
O,52016838,,,
I,42600AD17300,42600AD17300,134,EA
O,52016838,,,
I,426700406000,426700406000,120,EA
O,52016838,,,
I,426700407000,426700407000,82,EA
O,52016838,,,
I,426700408000,426700408000,106,EA
O,52016839,,,
I,426700409000,426700409000,135,EA
O,52016839,,,
I,426700410000,426700410000,134,EA
