H,20090812,1130,PT,ASM
O,52018412,,,
I,4260004B9000,4260004B9000,338,EA
O,52018412,,,
I,4260004C0000,4260004C0000,151,EA
O,52018412,,,
I,4260004C1000,4260004C1000,174,EA
O,52018412,,,
I,4260004C2000,4260004C2000,165,EA
O,52018412,,,
I,42600AD09300,42600AD09300,372,EA
O,52018412,,,
I,42600AD11400,42600AD11400,300,EA
O,52018412,,,
I,42600AD13300,42600AD13300,308,EA
O,52018412,,,
I,42600AD15300,42600AD15300,346,EA
O,52018412,,,
I,42600AD17300,42600AD17300,330,EA
O,52018412,,,
I,426700406000,426700406000,372,EA
O,52018412,,,
I,426700407000,426700407000,300,EA
O,52018412,,,
I,426700408000,426700408000,308,EA
O,52018413,,,
I,426700409000,426700409000,351,EA
O,52018413,,,
I,426700410000,426700410000,331,EA
