H,20090831,1130,PT,ASM
O,52018640,,,
I,4260004B9000,4260004B9000,334,EA
O,52018640,,,
I,4260004C0000,4260004C0000,152,EA
O,52018640,,,
I,4260004C1000,4260004C1000,171,EA
O,52018640,,,
I,4260004C2000,4260004C2000,175,EA
O,52018640,,,
I,42600AD09300,42600AD09300,374,EA
O,52018640,,,
I,42600AD11400,42600AD11400,296,EA
O,52018640,,,
I,42600AD13300,42600AD13300,306,EA
O,52018640,,,
I,42600AD15300,42600AD15300,337,EA
O,52018640,,,
I,42600AD17300,42600AD17300,352,EA
O,52018640,,,
I,426700406000,426700406000,374,EA
O,52018640,,,
I,426700407000,426700407000,296,EA
O,52018640,,,
I,426700408000,426700408000,307,EA
O,52018641,,,
I,426700409000,426700409000,336,EA
O,52018641,,,
I,426700410000,426700410000,352,EA
O,52018647,,,
I,4260004B9000,4260004B9000,66,EA
O,52018647,,,
I,4260004C0000,4260004C0000,33,EA
O,52018647,,,
I,4260004C1000,4260004C1000,25,EA
O,52018647,,,
I,4260004C2000,4260004C2000,44,EA
O,52018647,,,
I,42600AD09300,42600AD09300,80,EA
O,52018647,,,
I,42600AD11400,42600AD11400,52,EA
O,52018647,,,
I,42600AD13300,42600AD13300,68,EA
O,52018647,,,
I,42600AD15300,42600AD15300,54,EA
O,52018647,,,
I,42600AD17300,42600AD17300,82,EA
O,52018647,,,
I,426700406000,426700406000,80,EA
O,52018647,,,
I,426700407000,426700407000,52,EA
O,52018647,,,
I,426700408000,426700408000,68,EA
O,52018648,,,
I,426700409000,426700409000,54,EA
O,52018648,,,
I,426700410000,426700410000,82,EA
