H,20090126,1130,PT,ASM
O,52017036,,,
I,4260004B9000,4260004B9000,365,EA
O,52017036,,,
I,4260004C0000,4260004C0000,201,EA
O,52017036,,,
I,4260004C1000,4260004C1000,219,EA
O,52017036,,,
I,4260004C2000,4260004C2000,223,EA
O,52017036,,,
I,42600AD09300,42600AD09300,341,EA
O,52017036,,,
I,42600AD11400,42600AD11400,396,EA
O,52017036,,,
I,42600AD13300,42600AD13300,398,EA
O,52017036,,,
I,42600AD15300,42600AD15300,438,EA
O,52017036,,,
I,42600AD17300,42600AD17300,450,EA
O,52017036,,,
I,426700406000,426700406000,336,EA
O,52017036,,,
I,426700407000,426700407000,396,EA
O,52017036,,,
I,426700408000,426700408000,398,EA
O,52017037,,,
I,426700409000,426700409000,438,EA
O,52017037,,,
I,426700410000,426700410000,448,EA
