H,20090406,1130,PT,ASM
O,52017581,,,
I,4260004B9000,4260004B9000,88,EA
O,52017581,,,
I,4260004C0000,4260004C0000,42,EA
O,52017581,,,
I,4260004C1000,4260004C1000,36,EA
O,52017581,,,
I,4260004C2000,4260004C2000,38,EA
O,52017581,,,
I,42600AD09300,42600AD09300,96,EA
O,52017581,,,
I,42600AD11400,42600AD11400,78,EA
O,52017581,,,
I,42600AD13300,42600AD13300,85,EA
O,52017581,,,
I,42600AD15300,42600AD15300,72,EA
O,52017581,,,
I,42600AD17300,42600AD17300,78,EA
O,52017581,,,
I,426700406000,426700406000,96,EA
O,52017581,,,
I,426700407000,426700407000,78,EA
O,52017581,,,
I,426700408000,426700408000,84,EA
O,52017582,,,
I,426700409000,426700409000,72,EA
O,52017582,,,
I,426700410000,426700410000,78,EA
