H,20090623,1130,PT,ASM
O,52017945,,,
I,4260004B9000,4260004B9000,300,EA
O,52017945,,,
I,4260004C0000,4260004C0000,170,EA
O,52017945,,,
I,4260004C1000,4260004C1000,175,EA
O,52017945,,,
I,4260004C2000,4260004C2000,179,EA
O,52017945,,,
I,42600AD09300,42600AD09300,354,EA
O,52017945,,,
I,42600AD11400,42600AD11400,248,EA
O,52017945,,,
I,42600AD13300,42600AD13300,339,EA
O,52017945,,,
I,42600AD15300,42600AD15300,348,EA
O,52017945,,,
I,42600AD17300,42600AD17300,361,EA
O,52017945,,,
I,426700406000,426700406000,354,EA
O,52017945,,,
I,426700407000,426700407000,249,EA
O,52017945,,,
I,426700408000,426700408000,338,EA
O,52017946,,,
I,426700409000,426700409000,348,EA
O,52017946,,,
I,426700410000,426700410000,360,EA
