H,20090310,1130,PT,ASM
O,52017345,,,
I,4260004B9000,4260004B9000,407,EA
O,52017345,,,
I,4260004C0000,4260004C0000,207,EA
O,52017345,,,
I,4260004C1000,4260004C1000,204,EA
O,52017345,,,
I,4260004C2000,4260004C2000,198,EA
O,52017345,,,
I,42600AD09300,42600AD09300,450,EA
O,52017345,,,
I,42600AD11400,42600AD11400,362,EA
O,52017345,,,
I,42600AD13300,42600AD13300,412,EA
O,52017345,,,
I,42600AD15300,42600AD15300,410,EA
O,52017345,,,
I,42600AD17300,42600AD17300,398,EA
O,52017345,,,
I,426700406000,426700406000,451,EA
O,52017345,,,
I,426700407000,426700407000,362,EA
O,52017345,,,
I,426700408000,426700408000,412,EA
O,52017346,,,
I,426700409000,426700409000,410,EA
O,52017346,,,
I,426700410000,426700410000,398,EA
