H,20090930,1130,PT,ASM
O,52018923,,,
I,4260004B9000,4260004B9000,160,EA
O,52018923,,,
I,4260004C0000,4260004C0000,81,EA
O,52018923,,,
I,4260004C1000,4260004C1000,90,EA
O,52018923,,,
I,4260004C2000,4260004C2000,113,EA
O,52018923,,,
I,42600AD09300,42600AD09300,166,EA
O,52018923,,,
I,42600AD11400,42600AD11400,156,EA
O,52018923,,,
I,42600AD13300,42600AD13300,166,EA
O,52018923,,,
I,42600AD15300,42600AD15300,180,EA
O,52018923,,,
I,42600AD17300,42600AD17300,220,EA
O,52018923,,,
I,426700406000,426700406000,166,EA
O,52018923,,,
I,426700407000,426700407000,156,EA
O,52018923,,,
I,426700408000,426700408000,166,EA
O,52018924,,,
I,426700409000,426700409000,180,EA
O,52018924,,,
I,426700410000,426700410000,220,EA
