H,20090629,1130,PT,ASM
O,52017973,,,
I,4260004B9000,4260004B9000,296,EA
O,52017973,,,
I,4260004C0000,4260004C0000,160,EA
O,52017973,,,
I,4260004C1000,4260004C1000,177,EA
O,52017973,,,
I,4260004C2000,4260004C2000,179,EA
O,52017973,,,
I,42600AD09300,42600AD09300,396,EA
O,52017973,,,
I,42600AD11400,42600AD11400,197,EA
O,52017973,,,
I,42600AD13300,42600AD13300,321,EA
O,52017973,,,
I,42600AD15300,42600AD15300,354,EA
O,52017973,,,
I,42600AD17300,42600AD17300,359,EA
O,52017973,,,
I,426700406000,426700406000,396,EA
O,52017973,,,
I,426700407000,426700407000,196,EA
O,52017973,,,
I,426700408000,426700408000,320,EA
O,52017974,,,
I,426700409000,426700409000,354,EA
O,52017974,,,
I,426700410000,426700410000,358,EA
