H,20100222,1130,PT,ASM
O,52020063,,,
I,4260004B9000,4260004B9000,334,EA
O,52020063,,,
I,4260004C0000,4260004C0000,198,EA
O,52020063,,,
I,4260004C1000,4260004C1000,263,EA
O,52020063,,,
I,4260004C2000,4260004C2000,273,EA
O,52020063,,,
I,42600AD09300,42600AD09300,296,EA
O,52020063,,,
I,42600AD11400,42600AD11400,370,EA
O,52020063,,,
I,42600AD13300,42600AD13300,394,EA
O,52020063,,,
I,42600AD15300,42600AD15300,530,EA
O,52020063,,,
I,42600AD17300,42600AD17300,546,EA
O,52020063,,,
I,426700406000,426700406000,297,EA
O,52020063,,,
I,426700407000,426700407000,370,EA
O,52020063,,,
I,426700408000,426700408000,394,EA
O,52020064,,,
I,426700409000,426700409000,530,EA
O,52020064,,,
I,426700410000,426700410000,547,EA
