H,20100406,1130,PT,ASM
O,52020567,,,
I,4260004B9000,4260004B9000,75,EA
O,52020567,,,
I,4260004C0000,4260004C0000,53,EA
O,52020567,,,
I,4260004C1000,4260004C1000,41,EA
O,52020567,,,
I,4260004C2000,4260004C2000,47,EA
O,52020567,,,
I,42600AD09300,42600AD09300,82,EA
O,52020567,,,
I,42600AD11400,42600AD11400,66,EA
O,52020567,,,
I,42600AD13300,42600AD13300,112,EA
O,52020567,,,
I,42600AD15300,42600AD15300,82,EA
O,52020567,,,
I,42600AD17300,42600AD17300,90,EA
O,52020567,,,
I,426700406000,426700406000,82,EA
O,52020567,,,
I,426700407000,426700407000,66,EA
O,52020567,,,
I,426700408000,426700408000,112,EA
O,52020568,,,
I,426700409000,426700409000,82,EA
O,52020568,,,
I,426700410000,426700410000,90,EA
