H,20100710,1130,PT,ASM
O,52021457,,,
I,4260004B9000,4260004B9000,68,EA
O,52021457,,,
I,4260004C0000,4260004C0000,45,EA
O,52021457,,,
I,4260004C1000,4260004C1000,93,EA
O,52021457,,,
I,4260004C2000,4260004C2000,198,EA
O,52021457,,,
I,4260004C4000,4260004C4000,404,EA
O,52021457,,,
I,42600AD09300,42600AD09300,52,EA
O,52021457,,,
I,42600AD11400,42600AD11400,80,EA
O,52021457,,,
I,42600AD13300,42600AD13300,88,EA
O,52021457,,,
I,42600AD15300,42600AD15300,184,EA
O,52021457,,,
I,426700406000,426700406000,52,EA
O,52021457,,,
I,426700407000,426700407000,80,EA
O,52021457,,,
I,426700408000,426700408000,88,EA
O,52021458,,,
I,426700409000,426700409000,184,EA
O,52021458,,,
I,426700414000,426700414000,404,EA
