H,20100531,1130,PT,ASM
O,52021073,,,
I,4260004B9000,4260004B9000,397,EA
O,52021073,,,
I,4260004C0000,4260004C0000,267,EA
O,52021073,,,
I,4260004C1000,4260004C1000,224,EA
O,52021073,,,
I,4260004C2000,4260004C2000,232,EA
O,52021073,,,
I,42600AD09300,42600AD09300,338,EA
O,52021073,,,
I,42600AD11400,42600AD11400,458,EA
O,52021073,,,
I,42600AD13300,42600AD13300,532,EA
O,52021073,,,
I,42600AD15300,42600AD15300,450,EA
O,52021073,,,
I,42600AD17300,42600AD17300,462,EA
O,52021073,,,
I,426700406000,426700406000,338,EA
O,52021073,,,
I,426700407000,426700407000,459,EA
O,52021073,,,
I,426700408000,426700408000,532,EA
O,52021074,,,
I,426700409000,426700409000,450,EA
O,52021074,,,
I,426700410000,426700410000,462,EA
O,52021081,,,
I,4260004B9000,4260004B9000,78,EA
O,52021081,,,
I,4260004C0000,4260004C0000,51,EA
O,52021081,,,
I,4260004C1000,4260004C1000,41,EA
O,52021081,,,
I,4260004C2000,4260004C2000,46,EA
O,52021081,,,
I,42600AD09300,42600AD09300,92,EA
O,52021081,,,
I,42600AD11400,42600AD11400,70,EA
O,52021081,,,
I,42600AD13300,42600AD13300,98,EA
O,52021081,,,
I,42600AD15300,42600AD15300,80,EA
O,52021081,,,
I,42600AD17300,42600AD17300,92,EA
O,52021081,,,
I,426700406000,426700406000,92,EA
O,52021081,,,
I,426700407000,426700407000,70,EA
O,52021081,,,
I,426700408000,426700408000,98,EA
O,52021082,,,
I,426700409000,426700409000,80,EA
O,52021082,,,
I,426700410000,426700410000,92,EA
