H,20100331,1130,PT,ASM
O,52020524,,,
I,4260004B9000,4260004B9000,237,EA
O,52020524,,,
I,4260004C0000,4260004C0000,158,EA
O,52020524,,,
I,4260004C1000,4260004C1000,127,EA
O,52020524,,,
I,4260004C2000,4260004C2000,126,EA
O,52020524,,,
I,42600AD09300,42600AD09300,258,EA
O,52020524,,,
I,42600AD11400,42600AD11400,212,EA
O,52020524,,,
I,42600AD13300,42600AD13300,315,EA
O,52020524,,,
I,42600AD15300,42600AD15300,254,EA
O,52020524,,,
I,42600AD17300,42600AD17300,256,EA
O,52020524,,,
I,426700406000,426700406000,259,EA
O,52020524,,,
I,426700407000,426700407000,212,EA
O,52020524,,,
I,426700408000,426700408000,314,EA
O,52020525,,,
I,426700409000,426700409000,254,EA
O,52020525,,,
I,426700410000,426700410000,256,EA
