H,20100528,1130,PT,ASM
O,52021054,,,
I,4260004B9000,4260004B9000,397,EA
O,52021054,,,
I,4260004C0000,4260004C0000,254,EA
O,52021054,,,
I,4260004C1000,4260004C1000,221,EA
O,52021054,,,
I,4260004C2000,4260004C2000,222,EA
O,52021054,,,
I,42600AD09300,42600AD09300,418,EA
O,52021054,,,
I,42600AD11400,42600AD11400,372,EA
O,52021054,,,
I,42600AD13300,42600AD13300,511,EA
O,52021054,,,
I,42600AD15300,42600AD15300,442,EA
O,52021054,,,
I,42600AD17300,42600AD17300,446,EA
O,52021054,,,
I,426700406000,426700406000,418,EA
O,52021054,,,
I,426700407000,426700407000,372,EA
O,52021054,,,
I,426700408000,426700408000,510,EA
O,52021055,,,
I,426700409000,426700409000,442,EA
O,52021055,,,
I,426700410000,426700410000,446,EA
