H,20100128,1130,PT,ASM
O,52019852,,,
I,4260004B9000,4260004B9000,352,EA
O,52019852,,,
I,4260004C0000,4260004C0000,252,EA
O,52019852,,,
I,4260004C1000,4260004C1000,220,EA
O,52019852,,,
I,4260004C2000,4260004C2000,224,EA
O,52019852,,,
I,42600AD09300,42600AD09300,368,EA
O,52019852,,,
I,42600AD11400,42600AD11400,334,EA
O,52019852,,,
I,42600AD13300,42600AD13300,506,EA
O,52019852,,,
I,42600AD15300,42600AD15300,440,EA
O,52019852,,,
I,42600AD17300,42600AD17300,448,EA
O,52019852,,,
I,426700406000,426700406000,368,EA
O,52019852,,,
I,426700407000,426700407000,334,EA
O,52019852,,,
I,426700408000,426700408000,506,EA
O,52019853,,,
I,426700409000,426700409000,440,EA
O,52019853,,,
I,426700410000,426700410000,448,EA
