H,20100712,1130,PT,ASM
O,52021464,,,
I,4260004B9000,4260004B9000,375,EA
O,52021464,,,
I,4260004C0000,4260004C0000,188,EA
O,52021464,,,
I,4260004C1000,4260004C1000,352,EA
O,52021464,,,
I,4260004C2000,4260004C2000,173,EA
O,52021464,,,
I,42600AD09300,42600AD09300,368,EA
O,52021464,,,
I,42600AD11400,42600AD11400,383,EA
O,52021464,,,
I,42600AD13300,42600AD13300,378,EA
O,52021464,,,
I,42600AD15300,42600AD15300,700,EA
O,52021464,,,
I,426700406000,426700406000,368,EA
O,52021464,,,
I,426700407000,426700407000,382,EA
O,52021464,,,
I,426700408000,426700408000,378,EA
O,52021464,,,
I,426700409000,426700409000,700,EA
O,52021465,,,
I,4260004C4000,4260004C4000,348,EA
O,52021465,,,
I,426700414000,426700414000,348,EA
