H,20100430,1130,PT,ASM
O,52020840,,,
I,4260004B9000,4260004B9000,350,EA
O,52020840,,,
I,4260004C0000,4260004C0000,191,EA
O,52020840,,,
I,4260004C1000,4260004C1000,263,EA
O,52020840,,,
I,4260004C2000,4260004C2000,256,EA
O,52020840,,,
I,42600AD09300,42600AD09300,246,EA
O,52020840,,,
I,42600AD11400,42600AD11400,456,EA
O,52020840,,,
I,42600AD13300,42600AD13300,383,EA
O,52020840,,,
I,42600AD15300,42600AD15300,524,EA
O,52020840,,,
I,42600AD17300,42600AD17300,513,EA
O,52020840,,,
I,426700406000,426700406000,246,EA
O,52020840,,,
I,426700407000,426700407000,457,EA
O,52020840,,,
I,426700408000,426700408000,382,EA
O,52020841,,,
I,426700409000,426700409000,524,EA
O,52020841,,,
I,426700410000,426700410000,512,EA
