H,20100826,1130,PT,ASM
O,52021998,,,
I,4260004B9000,4260004B9000,384,EA
O,52021998,,,
I,4260004C0000,4260004C0000,215,EA
O,52021998,,,
I,4260004C1000,4260004C1000,245,EA
O,52021998,,,
I,4260004C2000,4260004C2000,244,EA
O,52021998,,,
I,42600AD09300,42600AD09300,328,EA
O,52021998,,,
I,42600AD11400,42600AD11400,440,EA
O,52021998,,,
I,42600AD13300,42600AD13300,424,EA
O,52021998,,,
I,42600AD15300,42600AD15300,490,EA
O,52021998,,,
I,42600AD17300,42600AD17300,402,EA
O,52021998,,,
I,426700406000,426700406000,328,EA
O,52021998,,,
I,426700407000,426700407000,440,EA
O,52021998,,,
I,426700408000,426700408000,426,EA
O,52021999,,,
I,4260004C4000,4260004C4000,92,EA
O,52021999,,,
I,426700409000,426700409000,491,EA
O,52021999,,,
I,426700410000,426700410000,402,EA
O,52021999,,,
I,426700414000,426700414000,92,EA
O,52022003,,,
I,4260004B9000,4260004B9000,390,EA
O,52022003,,,
I,4260004C0000,4260004C0000,228,EA
O,52022003,,,
I,4260004C1000,4260004C1000,251,EA
O,52022003,,,
I,4260004C2000,4260004C2000,251,EA
O,52022003,,,
I,42600AD09300,42600AD09300,264,EA
O,52022003,,,
I,42600AD11400,42600AD11400,517,EA
O,52022003,,,
I,42600AD13300,42600AD13300,457,EA
O,52022003,,,
I,42600AD15300,42600AD15300,504,EA
O,52022003,,,
I,42600AD17300,42600AD17300,414,EA
O,52022003,,,
I,426700406000,426700406000,265,EA
O,52022003,,,
I,426700407000,426700407000,516,EA
O,52022003,,,
I,426700408000,426700408000,458,EA
O,52022004,,,
I,4260004C4000,4260004C4000,86,EA
O,52022004,,,
I,426700409000,426700409000,504,EA
O,52022004,,,
I,426700410000,426700410000,414,EA
O,52022004,,,
I,426700414000,426700414000,86,EA
