H,20100413,1130,PT,ASM
O,52020616,,,
I,4260004B9000,4260004B9000,361,EA
O,52020616,,,
I,4260004C0000,4260004C0000,198,EA
O,52020616,,,
I,4260004C1000,4260004C1000,246,EA
O,52020616,,,
I,4260004C2000,4260004C2000,255,EA
O,52020616,,,
I,42600AD09300,42600AD09300,334,EA
O,52020616,,,
I,42600AD11400,42600AD11400,390,EA
O,52020616,,,
I,42600AD13300,42600AD13300,394,EA
O,52020616,,,
I,42600AD15300,42600AD15300,492,EA
O,52020616,,,
I,42600AD17300,42600AD17300,510,EA
O,52020616,,,
I,426700406000,426700406000,334,EA
O,52020616,,,
I,426700407000,426700407000,390,EA
O,52020616,,,
I,426700408000,426700408000,394,EA
O,52020617,,,
I,426700409000,426700409000,492,EA
O,52020617,,,
I,426700410000,426700410000,510,EA
