H,20100617,1130,PT,ASM
O,52021265,,,
I,4260004B9000,4260004B9000,362,EA
O,52021265,,,
I,4260004C0000,4260004C0000,233,EA
O,52021265,,,
I,4260004C1000,4260004C1000,212,EA
O,52021265,,,
I,4260004C2000,4260004C2000,217,EA
O,52021265,,,
I,42600AD09300,42600AD09300,372,EA
O,52021265,,,
I,42600AD11400,42600AD11400,351,EA
O,52021265,,,
I,42600AD13300,42600AD13300,468,EA
O,52021265,,,
I,42600AD15300,42600AD15300,424,EA
O,52021265,,,
I,42600AD17300,42600AD17300,436,EA
O,52021265,,,
I,426700406000,426700406000,372,EA
O,52021265,,,
I,426700407000,426700407000,348,EA
O,52021265,,,
I,426700408000,426700408000,468,EA
O,52021266,,,
I,426700409000,426700409000,424,EA
O,52021266,,,
I,426700410000,426700410000,436,EA
