H,080107,01080107,,,,,,,
I,242,,123.0961,,42600AD09300,,,52013668,20080107
I,142,,165.1142,,42600AD11400,,,52013668,20080107
I,75,,105.4794,,42600AD12300,,,52013668,20080107
I,150,,167.8596,,42600AD13300,,,52013668,20080107
I,102,,122.9581,,42600AD14300,,,52013668,20080107
I,208,,191.3993,,42600AD15300,,,52013668,20080107
I,16,,122.0137,,42600AD16300,,,52013668,20080107
I,34,,190.4549,,42600AD17300,,,52013668,20080107
I,242,,123.9273,,426700406000,,,52013668,20080107
I,142,,165.9094,,426700407000,,,52013668,20080107
I,150,,168.6548,,426700408000,,,52013668,20080107
I,208,,192.2839,,426700409000,,,52013669,20080107
I,35,,191.3395,,426700410000,,,52013669,20080107
T,272645.5291,,,,,,,,
