H,080624,01080624,,,,,,,
I,372,,102.2332,,4260004B9000,,,52015244,20080624
I,180,,104.9786,,4260004C0000,,,52015244,20080624
I,336,,122.7575,,4260004C1000,,,52015244,20080624
I,124,,129.5272,,4260004C2000,,,52015244,20080624
I,390,,122.6902,,42600AD09300,,,52015244,20080624
I,352,,164.4638,,42600AD11400,,,52015244,20080624
I,362,,167.2092,,42600AD13300,,,52015244,20080624
I,674,,190.8197,,42600AD15300,,,52015244,20080624
I,246,,197.5892,,42600AD17300,,,52015244,20080624
I,390,,123.5121,,426700406000,,,52015244,20080624
I,352,,165.2501,,426700407000,,,52015244,20080624
I,362,,167.9955,,426700408000,,,52015244,20080624
I,674,,191.6944,,426700409000,,,52015245,20080624
I,246,,198.4641,,426700410000,,,52015245,20080624
T,802900.6976,,,,,,,,
