H,20101005,1130,PT,ASM
O,52022352,,,
I,4260004B9000,4260004B9000,72,EA
O,52022352,,,
I,4260004C0000,4260004C0000,44,EA
O,52022352,,,
I,4260004C1000,4260004C1000,50,EA
O,52022352,,,
I,4260004C2000,4260004C2000,50,EA
O,52022352,,,
I,42600AD09300,42600AD09300,72,EA
O,52022352,,,
I,42600AD11400,42600AD11400,72,EA
O,52022352,,,
I,42600AD13300,42600AD13300,90,EA
O,52022352,,,
I,42600AD15300,42600AD15300,98,EA
O,52022352,,,
I,42600AD17300,42600AD17300,100,EA
O,52022352,,,
I,426700406000,426700406000,72,EA
O,52022352,,,
I,426700407000,426700407000,72,EA
O,52022352,,,
I,426700408000,426700408000,90,EA
O,52022353,,,
I,426700409000,426700409000,98,EA
O,52022353,,,
I,426700410000,426700410000,100,EA
