H,20110201,1130,PT,ASM
O,52023274,,,
I,4260004B9000,4260004B9000,307,EA
O,52023274,,,
I,4260004C0000,4260004C0000,275,EA
O,52023274,,,
I,4260004C1000,4260004C1000,265,EA
O,52023274,,,
I,4260004C2000,4260004C2000,245,EA
O,52023274,,,
I,42600AD09300,42600AD09300,172,EA
O,52023274,,,
I,42600AD11400,42600AD11400,442,EA
O,52023274,,,
I,42600AD13300,42600AD13300,548,EA
O,52023274,,,
I,42600AD15300,42600AD15300,530,EA
O,52023274,,,
I,42600AD17300,42600AD17300,286,EA
O,52023274,,,
I,426700406000,426700406000,172,EA
O,52023274,,,
I,426700407000,426700407000,442,EA
O,52023274,,,
I,426700408000,426700408000,548,EA
O,52023275,,,
I,4260004C4000,4260004C4000,206,EA
O,52023275,,,
I,426700409000,426700409000,530,EA
O,52023275,,,
I,426700410000,426700410000,286,EA
O,52023275,,,
I,426700414000,426700414000,207,EA
O,52023279,,,
I,4260004B9000,4260004B9000,63,EA
O,52023279,,,
I,4260004C0000,4260004C0000,51,EA
O,52023279,,,
I,4260004C1000,4260004C1000,39,EA
O,52023279,,,
I,4260004C2000,4260004C2000,59,EA
O,52023279,,,
I,42600AD09300,42600AD09300,44,EA
O,52023279,,,
I,42600AD11400,42600AD11400,78,EA
O,52023279,,,
I,42600AD13300,42600AD13300,106,EA
O,52023279,,,
I,42600AD15300,42600AD15300,78,EA
O,52023279,,,
I,42600AD17300,42600AD17300,78,EA
O,52023279,,,
I,426700406000,426700406000,44,EA
O,52023279,,,
I,426700407000,426700407000,78,EA
O,52023279,,,
I,426700408000,426700408000,106,EA
O,52023280,,,
I,4260004C4000,4260004C4000,40,EA
O,52023280,,,
I,426700409000,426700409000,78,EA
O,52023280,,,
I,426700410000,426700410000,78,EA
O,52023280,,,
I,426700414000,426700414000,40,EA
