H,20101223,1130,PT,ASM
O,52022881,,,
I,4260004B9000,4260004B9000,289,EA
O,52022881,,,
I,4260004C0000,4260004C0000,218,EA
O,52022881,,,
I,4260004C1000,4260004C1000,322,EA
O,52022881,,,
I,4260004C2000,4260004C2000,311,EA
O,52022881,,,
I,42600AD09300,42600AD09300,180,EA
O,52022881,,,
I,42600AD11400,42600AD11400,400,EA
O,52022881,,,
I,42600AD13300,42600AD13300,436,EA
O,52022881,,,
I,42600AD15300,42600AD15300,648,EA
O,52022881,,,
I,42600AD17300,42600AD17300,270,EA
O,52022881,,,
I,426700406000,426700406000,180,EA
O,52022881,,,
I,426700407000,426700407000,400,EA
O,52022881,,,
I,426700408000,426700408000,436,EA
O,52022882,,,
I,4260004C4000,4260004C4000,346,EA
O,52022882,,,
I,426700409000,426700409000,649,EA
O,52022882,,,
I,426700410000,426700410000,270,EA
O,52022882,,,
I,426700414000,426700414000,347,EA
O,52022886,,,
I,4260004B9000,4260004B9000,173,EA
O,52022886,,,
I,4260004C0000,4260004C0000,124,EA
O,52022886,,,
I,4260004C1000,4260004C1000,174,EA
O,52022886,,,
I,4260004C2000,4260004C2000,169,EA
O,52022886,,,
I,42600AD09300,42600AD09300,108,EA
O,52022886,,,
I,42600AD11400,42600AD11400,230,EA
O,52022886,,,
I,42600AD13300,42600AD13300,248,EA
O,52022886,,,
I,42600AD15300,42600AD15300,352,EA
O,52022886,,,
I,42600AD17300,42600AD17300,160,EA
O,52022886,,,
I,426700406000,426700406000,108,EA
O,52022886,,,
I,426700407000,426700407000,230,EA
O,52022886,,,
I,426700408000,426700408000,248,EA
O,52022887,,,
I,4260004C4000,4260004C4000,182,EA
O,52022887,,,
I,426700409000,426700409000,352,EA
O,52022887,,,
I,426700410000,426700410000,160,EA
O,52022887,,,
I,426700414000,426700414000,182,EA
