H,20101209,1130,PT,ASM
O,52022773,,,
I,4260004B9000,4260004B9000,211,EA
O,52022773,,,
I,4260004C0000,4260004C0000,132,EA
O,52022773,,,
I,4260004C1000,4260004C1000,168,EA
O,52022773,,,
I,4260004C2000,4260004C2000,169,EA
O,52022773,,,
I,42600AD09300,42600AD09300,140,EA
O,52022773,,,
I,42600AD11400,42600AD11400,283,EA
O,52022773,,,
I,42600AD13300,42600AD13300,260,EA
O,52022773,,,
I,42600AD15300,42600AD15300,336,EA
O,52022773,,,
I,42600AD17300,42600AD17300,164,EA
O,52022773,,,
I,426700406000,426700406000,140,EA
O,52022773,,,
I,426700407000,426700407000,282,EA
O,52022773,,,
I,426700408000,426700408000,260,EA
O,52022775,,,
I,4260004C4000,4260004C4000,178,EA
O,52022775,,,
I,426700409000,426700409000,336,EA
O,52022775,,,
I,426700410000,426700410000,164,EA
O,52022775,,,
I,426700414000,426700414000,178,EA
