H,20110208,1130,PT,ASM
O,52023449,,,
I,4260004B9000,4260004B9000,236,EA
O,52023449,,,
I,4260004C0000,4260004C0000,192,EA
O,52023449,,,
I,4260004C1000,4260004C1000,155,EA
O,52023449,,,
I,4260004C2000,4260004C2000,225,EA
O,52023449,,,
I,42600AD09300,42600AD09300,114,EA
O,52023449,,,
I,42600AD11400,42600AD11400,364,EA
O,52023449,,,
I,42600AD13300,42600AD13300,382,EA
O,52023449,,,
I,42600AD15300,42600AD15300,308,EA
O,52023449,,,
I,42600AD17300,42600AD17300,308,EA
O,52023449,,,
I,426700406000,426700406000,114,EA
O,52023449,,,
I,426700407000,426700407000,364,EA
O,52023449,,,
I,426700408000,426700408000,382,EA
O,52023450,,,
I,4260004C4000,4260004C4000,140,EA
O,52023450,,,
I,426700409000,426700409000,308,EA
O,52023450,,,
I,426700410000,426700410000,308,EA
O,52023450,,,
I,426700414000,426700414000,140,EA
