H,20101028,1130,PT,ASM
O,52022499,,,
I,4260004B9000,4260004B9000,351,EA
O,52022499,,,
I,4260004C0000,4260004C0000,284,EA
O,52022499,,,
I,4260004C1000,4260004C1000,236,EA
O,52022499,,,
I,4260004C2000,4260004C2000,237,EA
O,52022499,,,
I,42600AD09300,42600AD09300,272,EA
O,52022499,,,
I,42600AD11400,42600AD11400,437,EA
O,52022499,,,
I,42600AD13300,42600AD13300,564,EA
O,52022499,,,
I,42600AD15300,42600AD15300,470,EA
O,52022499,,,
I,42600AD17300,42600AD17300,472,EA
O,52022499,,,
I,426700406000,426700406000,272,EA
O,52022499,,,
I,426700407000,426700407000,436,EA
O,52022499,,,
I,426700408000,426700408000,564,EA
O,52022500,,,
I,4260004C4000,4260004C4000,2,EA
O,52022500,,,
I,426700409000,426700409000,470,EA
O,52022500,,,
I,426700410000,426700410000,472,EA
O,52022500,,,
I,426700414000,426700414000,2,EA
