H,20101130,1130,PT,ASM
O,52022722,,,
I,4260004B9000,4260004B9000,351,EA
O,52022722,,,
I,4260004C0000,4260004C0000,218,EA
O,52022722,,,
I,4260004C1000,4260004C1000,288,EA
O,52022722,,,
I,4260004C2000,4260004C2000,279,EA
O,52022722,,,
I,42600AD09300,42600AD09300,208,EA
O,52022722,,,
I,42600AD11400,42600AD11400,490,EA
O,52022722,,,
I,42600AD13300,42600AD13300,438,EA
O,52022722,,,
I,42600AD15300,42600AD15300,578,EA
O,52022722,,,
I,42600AD17300,42600AD17300,294,EA
O,52022722,,,
I,426700406000,426700406000,208,EA
O,52022722,,,
I,426700407000,426700407000,490,EA
O,52022722,,,
I,426700408000,426700408000,438,EA
O,52022723,,,
I,4260004C4000,4260004C4000,266,EA
O,52022723,,,
I,426700409000,426700409000,578,EA
O,52022723,,,
I,426700410000,426700410000,292,EA
O,52022723,,,
I,426700414000,426700414000,266,EA
O,52022724,,,
I,4260004B9000,4260004B9000,135,EA
O,52022724,,,
I,4260004C0000,4260004C0000,85,EA
O,52022724,,,
I,4260004C1000,4260004C1000,104,EA
O,52022724,,,
I,4260004C2000,4260004C2000,112,EA
O,52022724,,,
I,42600AD09300,42600AD09300,102,EA
O,52022724,,,
I,42600AD11400,42600AD11400,170,EA
O,52022724,,,
I,42600AD13300,42600AD13300,172,EA
O,52022724,,,
I,42600AD15300,42600AD15300,206,EA
O,52022724,,,
I,42600AD17300,42600AD17300,122,EA
O,52022724,,,
I,426700406000,426700406000,102,EA
O,52022724,,,
I,426700407000,426700407000,170,EA
O,52022724,,,
I,426700408000,426700408000,172,EA
O,52022725,,,
I,4260004C4000,4260004C4000,100,EA
O,52022725,,,
I,426700409000,426700409000,206,EA
O,52022725,,,
I,426700410000,426700410000,122,EA
O,52022725,,,
I,426700414000,426700414000,100,EA
