H,20110103,1130,PT,ASM
O,52022897,,,
I,4260004B9000,4260004B9000,57,EA
O,52022897,,,
I,4260004C0000,4260004C0000,49,EA
O,52022897,,,
I,4260004C1000,4260004C1000,74,EA
O,52022897,,,
I,4260004C2000,4260004C2000,64,EA
O,52022897,,,
I,42600AD09300,42600AD09300,30,EA
O,52022897,,,
I,42600AD11400,42600AD11400,88,EA
O,52022897,,,
I,42600AD13300,42600AD13300,99,EA
O,52022897,,,
I,42600AD15300,42600AD15300,142,EA
O,52022897,,,
I,42600AD17300,42600AD17300,68,EA
O,52022897,,,
I,426700406000,426700406000,30,EA
O,52022897,,,
I,426700407000,426700407000,88,EA
O,52022897,,,
I,426700408000,426700408000,98,EA
O,52022898,,,
I,4260004C4000,4260004C4000,62,EA
O,52022898,,,
I,426700409000,426700409000,142,EA
O,52022898,,,
I,426700410000,426700410000,68,EA
O,52022898,,,
I,426700414000,426700414000,62,EA
