H,120525,01120525,,,,,,,
I,444,,209.0503,,42600AD15300,,,52028849,20120525
I,298,,154.1381,,426700406000,,,52028835,20120525
I,378,,186.6682,,426700407000,,,52028835,20120525
I,440,,192.6108,,426700408000,,,52028835,20120525
I,444,,209.925,,426700409000,,,52028849,20120525
I,340,,227.0071,,426700410000,,,52028835,20120525
I,144,,218.9093,,426700414000,,,52028835,20120525
I,188,,274.1498,,426700415000,,,52028835,20120525
I,358,,154.1381,,426700406000,,,52028834,20120525
I,338,,186.6682,,426700407000,,,52028834,20120525
I,432,,192.6108,,426700408000,,,52028834,20120525
I,480,,209.925,,426700409000,,,52028834,20120525
I,332,,227.0071,,426700410000,,,52028834,20120525
I,122,,218.9093,,426700414000,,,52028834,20120525
I,210,,274.1498,,426700415000,,,52028834,20120525
I,158,,154.1381,,426700406000,,,52028833,20120525
I,360,,186.6682,,426700407000,,,52028833,20120525
I,382,,192.6108,,426700408000,,,52028833,20120525
I,368,,209.925,,426700409000,,,52028833,20120525
I,292,,227.0071,,426700410000,,,52028833,20120525
I,86,,218.9093,,426700414000,,,52028833,20120525
I,106,,274.1498,,426700415000,,,52028833,20120525
I,361,,185.8819,,42600AD11400,,,52028817,20120525
T,1433064.556,,,,,,,,
