9304042600AD09300    15140407000362161404140002301714042100000018140428000236191405050004022014051200041621140519000476221405260004762314060200037424140609000422251406160004002614062300037427140630000348
9304042600AD11400    15140407000322161404140002341714042100000018140428000340191405050004162014051200035821140519000390221405260004222314060200041624140609000416251406160004062614062300041427140630000388
9304042600AD13300    15140407000578161404140004141714042100000018140428000416191405050005802014051200056021140519000656221405260006522314060200071424140609000726251406160007282614062300072427140630000666
9304042600AD15300    15140407001164161404140008161714042100000018140428000850191405050009242014051200093621140519001068221405260010742314060200120224140609001156251406160011742614062300117227140630001036
930404260004B9000    15140407000342161404140002321714042100000018140428000288191405050004092014051200038721140519000433221405260004492314060200039524140609000419251406160004032614062300039427140630000368
930404260004C0000    15140407000289161404140002071714042100000018140428000208191405050002902014051200028021140519000328221405260003262314060200035724140609000363251406160003642614062300036227140630000333
930404260004C1000    15140407000582161404140004081714042100000018140428000425191405050004622014051200046821140519000534221405260005372314060200060124140609000578251406160005872614062300058627140630000518
930404260004C2000    15140407000197161404140001761714042100000018140428000135191405050001092014051200009821140519000160221405260001622314060200011024140609000100251406160000972614062300010927140630000105
930404260004C4000    15140407000394161404140003521714042100000018140428000270191405050002182014051200019621140519000320221405260003242314060200022024140609000200251406160001942614062300021827140630000210
930404260004C5000    15140407000122161404140000821714042100000018140428000124191405050000602014051200006621140519000066221405260000582314060200009224140609000096251406160001042614062300010427140630000082
930404260004C6000    15140407000061161404140000411714042100000018140428000062191405050000302014051200003321140519000033221405260000292314060200004624140609000048251406160000522614062300005227140630000041
93040426700406000    15140407000362161404140002301714042100000018140428000236191405050004022014051200041621140519000476221405260004762314060200037424140609000422251406160004002614062300037427140630000348
93040426700407000    15140407000322161404140002341714042100000018140428000340191405050004162014051200035821140519000390221405260004222314060200041624140609000416251406160004062614062300041427140630000388
93040426700408000    15140407000578161404140004141714042100000018140428000416191405050005802014051200056021140519000656221405260006522314060200071424140609000726251406160007282614062300072427140630000666
93040426700409000    15140407001164161404140008161714042100000018140428000850191405050009242014051200093621140519001068221405260010742314060200120224140609001156251406160011742614062300117227140630001036
93040426700414000    15140407000394161404140003521714042100000018140428000270191405050002182014051200019621140519000320221405260003242314060200022024140609000200251406160001942614062300021827140630000210
93040426700415000    15140407000122161404140000821714042100000018140428000124191405050000602014051200006621140519000066221405260000582314060200009224140609000096251406160001042614062300010427140630000082
