H,100216,01100216,,,,,,,
I,362,,97.2444,,4260004B9000,,,52019998,20100216
I,193,,101.015,,4260004C0000,,,52019998,20100216
I,262,,117.8165,,4260004C1000,,,52019998,20100216
I,267,,125.2154,,4260004C2000,,,52019998,20100216
I,320,,125.6553,,42600AD09300,,,52019998,20100216
I,410,,155.97,,42600AD11400,,,52019998,20100216
I,390,,159.7406,,42600AD13300,,,52019998,20100216
I,518,,180.7464,,42600AD15300,,,52019998,20100216
I,530,,188.1453,,42600AD17300,,,52019998,20100216
I,320,,126.4772,,426700406000,,,52019998,20100216
I,410,,156.7563,,426700407000,,,52019998,20100216
I,390,,160.5269,,426700408000,,,52019998,20100216
I,519,,181.6211,,426700409000,,,52019999,20100216
I,530,,189.02,,426700410000,,,52019999,20100216
T,840588.9057,,,,,,,,
