H,110625,01110625,,,,,,,
I,245,,96.8498,,4260004C0000,,,52024933,20110625
I,237,,118.2217,,4260004C1000,,,52024933,20110625
I,261,,137.2627,,4260004C2000,,,52024933,20110625
I,121,,197.4865,,4260004C4000,,,52024934,20110625
I,252,,134.7219,,42600AD09300,,,52024933,20110625
I,454,,169.3811,,42600AD11400,,,52024933,20110625
I,486,,160.18,,42600AD13300,,,52024933,20110625
I,476,,186.5669,,42600AD15300,,,52024933,20110625
I,404,,205.6079,,42600AD17300,,,52024933,20110625
I,252,,135.5438,,426700406000,,,52024933,20110625
I,454,,170.1674,,426700407000,,,52024933,20110625
I,486,,160.9663,,426700408000,,,52024933,20110625
I,476,,187.4416,,426700409000,,,52024934,20110625
I,404,,206.4826,,426700410000,,,52024934,20110625
I,120,,198.3612,,426700414000,,,52024934,20110625
T,858123.2043
