H,140829,01140829,,,,,,,
I,496,,119.0878,,4260004B9000,,,52038708,20140829
I,304,,115.256,,4260004C0000,,,52038708,20140829
I,288,,126.6925,,4260004C1000,,,52038708,20140829
I,296,,149.2555,,4260004C2000,,,52038708,20140829
I,156,,200.703,,4260004C4000,,,52038708,20140829
I,240,,248.5834,,4260004C5000,,,52038708,20140829
I,121,,206.8148,,4260004C6000,,,52038708,20140829
I,544,,143.7502,,42600AD09300,,,52038708,20140829
I,450,,174.2001,,42600AD11400,,,52038708,20140829
I,606,,170.3683,,42600AD13300,,,52038708,20140829
I,572,,186.2375,,42600AD15300,,,52038708,20140829
I,440,,208.8005,,42600AD17300,,,52038708,20140829
I,546,,144.5721,,426700406000,,,52038709,20140829
I,450,,174.9864,,426700407000,,,52038709,20140829
I,606,,171.1546,,426700408000,,,52038709,20140829
I,572,,187.1122,,426700409000,,,52038709,20140829
I,440,,209.6752,,426700410000,,,52038709,20140829
I,156,,201.5777,,426700414000,,,52038709,20140829
I,240,,249.5627,,426700415000,,,52038709,20140829
T,1301026.499,,,,,,,,
