H,140214,01140214,,,,,,,
I,469,,119.1914,,4260004B9000,,,52035944,20140214
I,319,,115.3596,,4260004C0000,,,52035944,20140214
I,369,,126.7961,,4260004C1000,,,52035944,20140214
I,275,,149.3591,,4260004C2000,,,52035944,20140214
I,170,,200.8066,,4260004C4000,,,52035949,20140214
I,534,,143.8538,,42600AD09300,,,52035949,20140214
I,408,,174.3037,,42600AD11400,,,52035949,20140214
I,639,,170.4719,,42600AD13300,,,52035949,20140214
I,734,,186.341,,42600AD15300,,,52035949,20140214
I,380,,208.9041,,42600AD17300,,,52035949,20140214
I,534,,144.6757,,426700406000,,,52035949,20140214
I,409,,175.09,,426700407000,,,52035949,20140214
I,639,,171.2582,,426700408000,,,52035949,20140214
I,734,,187.2158,,426700409000,,,52035949,20140214
I,380,,209.7788,,426700410000,,,52035949,20140214
I,171,,201.6813,,426700414000,,,52035949,20140214
T,1197644.816,,,,,,,,
