H,130819,01130819,,,,,,,
I,501,,126.235,,4260004B9000,,,52033876,20130819
I,226,,123.6415,,4260004C0000,,,52033876,20130819
I,284,,137.6034,,4260004C1000,,,52033876,20130819
I,278,,156.8372,,4260004C2000,,,52033877,20130819
I,148,,213.1404,,4260004C4000,,,52033876,20130819
I,118,,263.8114,,4260004C5000,,,52033876,20130819
I,59,,221.513,,4260004C6000,,,52033876,20130819
I,608,,151.4291,,42600AD09300,,,52033876,20130819
I,394,,185.0599,,42600AD11400,,,52033876,20130819
I,443,,182.4664,,42600AD13300,,,52033877,20130819
I,568,,202.0044,,42600AD15300,,,52033877,20130819
I,409,,221.2382,,42600AD17300,,,52033876,20130819
I,608,,152.251,,426700406000,,,52033876,20130819
I,394,,185.8462,,426700407000,,,52033877,20130819
I,445,,183.2527,,426700408000,,,52033877,20130819
I,568,,202.8791,,426700409000,,,52033877,20130819
I,409,,222.1129,,426700410000,,,52033877,20130819
I,148,,214.0151,,426700414000,,,52033876,20130819
I,118,,264.7907,,426700415000,,,52033876,20130819
I,468,,126.235,,4260004B9000,,,52033881,20130819
I,224,,123.6415,,4260004C0000,,,52033881,20130819
I,281,,137.6034,,4260004C1000,,,52033881,20130819
I,293,,156.8372,,4260004C2000,,,52033881,20130819
I,114,,213.1404,,4260004C4000,,,52033881,20130819
I,116,,263.8114,,4260004C5000,,,52033881,20130819
I,58,,221.513,,4260004C6000,,,52033881,20130819
I,590,,151.4291,,42600AD09300,,,52033881,20130819
I,340,,185.0599,,42600AD11400,,,52033881,20130819
I,440,,182.4664,,42600AD13300,,,52033882,20130819
I,566,,202.0044,,42600AD15300,,,52033882,20130819
I,474,,221.2382,,42600AD17300,,,52033882,20130819
I,590,,152.251,,426700406000,,,52033881,20130819
I,340,,185.8462,,426700407000,,,52033882,20130819
I,441,,183.2527,,426700408000,,,52033882,20130819
I,566,,202.8791,,426700409000,,,52033882,20130819
I,474,,222.1129,,426700410000,,,52033882,20130819
I,114,,214.0151,,426700414000,,,52033881,20130819
I,116,,264.7907,,426700415000,,,52033881,20130819
T,2416935.477,,,,,,,,
