H,131029,01131029,,,,,,,
I,496,,126.235,,4260004B9000,,,52034850,20131029
I,184,,123.6415,,4260004C0000,,,52034850,20131029
I,299,,137.6034,,4260004C1000,,,52034850,20131029
I,332,,156.8372,,4260004C2000,,,52034850,20131029
I,384,,213.1404,,4260004C4000,,,52034850,20131029
I,74,,263.8114,,4260004C5000,,,52034850,20131029
I,37,,221.513,,4260004C6000,,,52034850,20131029
I,608,,151.4291,,42600AD09300,,,52034850,20131029
I,384,,185.0599,,42600AD11400,,,52034850,20131029
I,368,,182.4664,,42600AD13300,,,52034851,20131029
I,598,,202.0044,,42600AD15300,,,52034851,20131029
I,280,,221.2382,,42600AD17300,,,52034851,20131029
I,608,,152.251,,426700406000,,,52034850,20131029
I,384,,185.8462,,426700407000,,,52034851,20131029
I,368,,183.2527,,426700408000,,,52034851,20131029
I,598,,202.8791,,426700409000,,,52034851,20131029
I,281,,222.1129,,426700410000,,,52034851,20131029
I,385,,214.0151,,426700414000,,,52034850,20131029
I,74,,264.7907,,426700415000,,,52034850,20131029
T,1218261.052,,,,,,,,
