H,140516,01140516,,,,,,,
I,389,,119.0878,,4260004B9000,,,52037108,20140516
I,266,,115.256,,4260004C0000,,,52037108,20140516
I,292,,126.6925,,4260004C1000,,,52037108,20140516
I,267,,149.2555,,4260004C2000,,,52037108,20140516
I,210,,200.703,,4260004C4000,,,52037108,20140516
I,102,,248.5834,,4260004C5000,,,52037108,20140516
I,50,,206.8148,,4260004C6000,,,52037108,20140516
I,399,,143.7502,,42600AD09300,,,52037108,20140516
I,380,,174.2001,,42600AD11400,,,52037108,20140516
I,536,,170.3683,,42600AD13300,,,52037108,20140516
I,580,,186.2375,,42600AD15300,,,52037108,20140516
I,322,,208.8005,,42600AD17300,,,52037108,20140516
I,399,,144.5721,,426700406000,,,52037109,20140516
I,380,,174.9864,,426700407000,,,52037109,20140516
I,536,,171.1546,,426700408000,,,52037109,20140516
I,580,,187.1122,,426700409000,,,52037109,20140516
I,322,,209.6752,,426700410000,,,52037109,20140516
I,210,,201.5777,,426700414000,,,52037109,20140516
I,102,,249.5627,,426700415000,,,52037109,20140516
T,1081539.011,,,,,,,,
