H,20061025,1130,PT,ASM
O,52010417,,,
I,42600AD08400,42600AD08400,363,EA
O,52010417,,,
I,42600AD12300,42600AD12300,70,EA
O,52010417,,,
I,42600AD14300,42600AD14300,145,EA
O,52010417,,,
I,42600AD16300,42600AD16300,98,EA
O,52010418,,,
I,42600AD09300,42600AD09300,530,EA
O,52010418,,,
I,42600AD11400,42600AD11400,200,EA
O,52010418,,,
I,42600AD13300,42600AD13300,138,EA
O,52010418,,,
I,42600AD15300,42600AD15300,288,EA
O,52010418,,,
I,42600AD17300,42600AD17300,196,EA
O,52010418,,,
I,4.267E+11,4.267E+11,530,EA
O,52010418,,,
I,4.267E+11,4.267E+11,200,EA
O,52010418,,,
I,4.267E+11,4.267E+11,138,EA
O,52010418,,,
I,4.267E+11,4.267E+11,288,EA
O,52010418,,,
I,4.267E+11,4.267E+11,196,EA
